[0][0]: 1.250000, 3FA00000
[29][26]: 66598.664062, 47821355
[29][27]: 68062.664062, 4784EF55
[29][28]: 69526.664062, 4787CB55
[29][29]: 70990.656250, 478AA754
[29][30]: 72454.656250, 478D8354
[29][31]: 73918.656250, 47905F54
[30][0]: 29098.740234, 46E3557B
[30][1]: 30594.740234, 46EF057B
[30][2]: 32090.742188, 46FAB57C
[30][3]: 33586.738281, 470332BD
[30][4]: 35082.742188, 47090ABE
[30][5]: 36578.738281, 470EE2BD
[30][6]: 38074.738281, 4714BABD
[30][7]: 39570.738281, 471A92BD
[30][8]: 41066.738281, 47206ABD
[30][9]: 42562.738281, 472642BD
[30][10]: 44058.738281, 472C1ABD
[30][11]: 45554.742188, 4731F2BE
[30][12]: 47050.742188, 4737CABE
[30][13]: 48546.742188, 473DA2BE
[30][14]: 50042.742188, 47437ABE
[30][15]: 51538.742188, 474952BE
[30][16]: 53034.742188, 474F2ABE
[30][17]: 54530.742188, 475502BE
[30][18]: 56026.742188, 475ADABE
[30][19]: 57522.742188, 4760B2BE
[30][20]: 59018.742188, 47668ABE
[30][21]: 60514.742188, 476C62BE
[30][22]: 62010.742188, 47723ABE
[30][23]: 63506.738281, 477812BD
[30][24]: 65002.738281, 477DEABD
[30][25]: 66498.734375, 4781E15E
[30][26]: 67994.734375, 4784CD5E
[30][27]: 69490.742188, 4787B95F
[30][28]: 70986.742188, 478AA55F
[30][29]: 72482.742188, 478D915F
[30][30]: 73978.742188, 47907D5F
[30][31]: 75474.742188, 4793695F
[31][0]: 29662.820312, 46E7BDA4
[31][1]: 31190.820312, 46F3ADA4
[31][2]: 32718.820312, 46FF9DA4
[31][3]: 34246.820312, 4705C6D2
[31][4]: 35774.816406, 470BBED1
[31][5]: 37302.816406, 4711B6D1
[31][6]: 38830.820312, 4717AED2
[31][7]: 40358.816406, 471DA6D1
[31][8]: 41886.816406, 47239ED1
[31][9]: 43414.816406, 472996D1
[31][10]: 44942.816406, 472F8ED1
[31][11]: 46470.816406, 473586D1
[31][12]: 47998.816406, 473B7ED1
[31][13]: 49526.820312, 474176D2
[31][14]: 51054.820312, 47476ED2
[31][15]: 52582.820312, 474D66D2
[31][16]: 54110.820312, 47535ED2
[31][17]: 55638.820312, 475956D2
[31][18]: 57166.820312, 475F4ED2
[31][19]: 58694.820312, 476546D2
[31][20]: 60222.820312, 476B3ED2
[31][21]: 61750.820312, 477136D2
[31][22]: 63278.820312, 47772ED2
[31][23]: 64806.820312, 477D26D2
[31][24]: 66334.820312, 47818F69
[31][25]: 67862.820312, 47848B69
[31][26]: 69390.812500, 47878768
[31][27]: 70918.812500, 478A8368
[31][28]: 72446.812500, 478D7F68
[31][29]: 73974.820312, 47907B69
[31][30]: 75502.820312, 47937769
[31][31]: 77030.820312, 47967369

